,,taxonID,scientificName,plotID,Easting,Northing,indvidualID,pointID,stem_distance,stem_azimuth,basalDiameter_cm,90degBasalDiameter_cm,diameterBreastHeight_cm,diameterBreastHeight_Height_cm,canopyDiameterMax_m,90degCanopyDiameter_m,canopyHeight_VD1,canopyHeight_VD2,stemRemarks,unknownID,stemStatus,canopyForm,living_percent,canopyInPlot_percent,healthStatus,materialSampleID,qf_DBH,qf_stemMap
869,869,LUAL4,Lupinus albifrons,SJER952,255872.5,4110759.4,1678,center,1.3,75.9,0,0,1.5,1,0.3,0.3,0.6,0,,276,NA,Cone,0,100,dead,,0,0
870,870,LUAL4,Lupinus albifrons,SJER952,255877.1,4110761.4,1681,center,6.4,68.4,0,0,4,10,0.7,0.7,0.7,0,,279,NA,Hemisphere,0,100,dead,,0,0
871,871,LUAL4,Lupinus albifrons,SJER952,255865.1,4110764.8,1693,center,8.4,313.2,0,0,4.7,10,0.6,0.4,1,0,,291,NA,Cone,0,100,dead,,0,0
872,872,LUAL4,Lupinus albifrons,SJER8,254746.9,4110258,1467,center,12.1,43.5,0,0,7.2,5,1.8,1.5,1.1,0,,41,NA,Cone,90,100,,,0,0
873,873,LUAL4,Lupinus albifrons,SJER952,255876.7,4110752.8,1669,center,8.3,138.4,0,0,12.6,3,2.4,2.6,2.2,0,,267,NA,Cone,80,100,,,0,0
874,874,LUAL4,Lupinus albifrons,SJER8,254734.9,4110245,1446,center,5.6,221,0,0,6.2,10,1.4,0.7,0.3,0,,21,NA,Hemisphere,0,100,long dead,,0,0
875,875,LUAL4,Lupinus albifrons,SJER952,255866.7,4110753.1,1661,center,7.4,217.2,0,0,13.2,10,2.2,2,1,0,,259,NA,Hemisphere,0,100,"dead and horiz, broken but attached",,0,0
876,876,LUAL4,Lupinus albifrons,SJER952,255868.9,4110759.1,1701,center,2.3,270.3,0,0,3.8,10,1.1,0.9,1,0,,299,NA,Cone,80,100,,,0,0
877,877,LUAL4,Lupinus albifrons,SJER952,255879.5,4110758.7,1675,center,8.3,92.5,0,0,16,1,2.7,2.7,2.1,0,,273,NA,Cone,85,100,,,0,0
878,878,LUAL4,Lupinus albifrons,SJER8,254743.5,4110243.6,1449,center,7.5,139.5,0,0,10.4,0,2.1,2,1.4,0,rest of shrub (60%) broken off by cows,24,NA,Hemisphere,0,100,long dead,,1,0
879,879,LUAL4,Lupinus albifrons,SJER952,255863.5,4110766.1,1691,center,10.4,312.6,32,8,NA,130,2.3,1.3,1.4,0,2 stems,289,NA,Hemisphere,0,100,dead and splayed,,0,0
880,880,LUAL4,Lupinus albifrons,SJER952,255874.5,4110753.4,1667,center,6.5,149.6,0,0,4.4,1,1.1,1.1,0.9,0,,265,NA,Cone,100,100,,,0,0
881,881,LUAL4,Lupinus albifrons,SJER952,255874.4,4110759.5,1679,center,3.2,82.5,0,0,13.6,10,2,1.9,1.9,0,,277,NA,Cone,40,100,,,0,0
882,882,LUAL4,Lupinus albifrons,SJER952,255869.2,4110762.2,1706,center,3.8,327.6,0,0,9.6,1,1.8,1,0.9,0,,304,NA,Hemisphere,95,100,,,0,0
883,883,LUAL4,Lupinus albifrons,SJER952,255861.8,4110761.2,1696,center,9.6,283.2,0,0,10.7,10,1.7,1.7,0.7,0,,294,NA,Hemisphere,0,100,dead and splayed horiz,,0,0
884,884,LUAL4,Lupinus albifrons,SJER8,254736.7,4110246.6,1445,center,3.3,215.8,66,44,NA,130,2.2,1.4,0.7,0,,20,NA,Hemisphere,0,100,long dead,,0,0
885,885,LUAL4,Lupinus albifrons,SJER952,255866.1,4110757.6,1654,center,5.3,254.3,0,0,5,1,0.8,0.5,0.7,0,,252,NA,Cone,0,100,dead,,0,0
886,886,LUAL4,Lupinus albifrons,SJER952,255877.8,4110752.7,1671,center,9.2,133.7,0,0,3.5,1,0.4,0.3,0.6,0,,269,NA,Cone,0,100,dead,,0,0
887,887,LUAL4,Lupinus albifrons,SJER8,254734.1,4110250.4,1476,center,4.7,284.5,0,0,18,40,1.8,0.9,0.6,0,,50,NA,Hemisphere,0,100,dead,,0,0
888,888,LUAL4,Lupinus albifrons,SJER8,254748.7,4110246.5,1478,center,10.5,105.4,0,0,19.1,5,5.2,3.1,0.6,-2.1,,52,NA,Sphere,75,100,,f64,0,0
889,889,LUAL4,Lupinus albifrons,SJER952,255877.3,4110763.5,1685,center,7.6,53.6,0,0,10.5,1,1.3,1.2,1.8,0,,283,NA,Cylinder,0,100,dead,,0,0
890,890,LUAL4,Lupinus albifrons,SJER952,255870.1,4110754.2,1664,center,5,193,0,0,6.6,5,1.9,1.9,1.7,0,,262,NA,Sphere,95,100,,,0,0
891,891,LUAL4,Lupinus albifrons,SJER8,254741.2,4110257.6,1466,center,8.7,17.5,0,0,14.6,5,2.8,2,1.8,0,,40,NA,Hemisphere,0,100,dead,,0,0
892,892,LUAL4,Lupinus albifrons,SJER952,255867,4110760.9,1702,center,4.6,293.9,0,0,7.5,1,0.5,0.4,1.4,0,,300,NA,Cylinder,0,100,dead,,0,0
893,893,LUAL4,Lupinus albifrons,SJER952,255865.8,4110758,1653,center,5.5,259.1,0,0,3.9,1,0.8,0.7,0.7,0,,251,NA,Hemisphere,60,100,,,0,0
894,894,LUAL4,Lupinus albifrons,SJER952,255872.6,4110756.4,1666,center,3,152,0,0,6,10,2,1.5,1.4,0,,264,NA,Hemisphere,95,100,,f072,0,0
895,895,LUAL4,Lupinus albifrons,SJER952,255864.5,4110756.6,1652,center,7.1,250.1,0,0,6.6,1,1.5,1.3,1.2,0,,250,NA,Cone,95,100,,,0,0
896,896,LUAL4,Lupinus albifrons,SJER952,255878.3,4110761.4,1682,center,7.5,71.8,0,0,1.4,1,0.5,0.3,0.6,0,,280,NA,Cone,100,100,,,0,0
897,897,LUAL4,Lupinus albifrons,SJER952,255862.9,4110762.9,1695,center,9.1,294.8,0,0,4.5,10,0.6,0.3,0.7,0,,293,NA,Hemisphere,0,100,dead and splayed,,0,0
898,898,LUAL4,Lupinus albifrons,SJER8,254736.9,4110257.2,1469,center,8.1,347.6,0,0,6.5,1,0.7,0.4,0.8,0,,43,NA,Hemisphere,0,100,dead,,0,0
899,899,LUAL4,Lupinus albifrons,SJER8,254736.7,4110250.6,1477,center,2.3,304.8,22,14,0,10,3.5,2.4,1,0,4 stems,51,NA,Hemisphere,0,100,dead,,0,0
900,900,LUAL4,Lupinus albifrons,SJER952,255879.2,4110756.9,1674,center,8.3,104.8,0,0,10.2,1,1.4,1.3,2.2,0,,272,NA,Cone,95,100,,,0,0
901,901,LUAL4,Lupinus albifrons,SJER952,255867.8,4110762.3,1704,center,4.7,313.2,0,0,5.4,10,0.7,0.6,1.1,0,,302,NA,Cone,0,100,dead,,0,0
902,902,LUAL4,Lupinus albifrons,SJER952,255876.8,4110760,1680,center,5.7,80.1,0,0,7.7,1,1.4,1.2,1.5,0,,278,NA,Cone,95,100,,,0,0
903,903,LUAL4,Lupinus albifrons,SJER952,255868.6,4110765.2,1690,center,6.7,337.6,0,0,4.7,10,0.8,0.7,0.7,0,,288,NA,Hemisphere,0,100,dead,,0,0
904,904,LUAL4,Lupinus albifrons,SJER8,254746.3,4110247.4,1449,center,7.9,103.4,0,0,1.7,5,0.6,0.5,0.6,0,,37,NA,Sphere,100,100,,,0,0
905,905,LUAL4,Lupinus albifrons,SJER8,254745.8,4110245.4,1448,center,8.1,118.2,0,0,4.1,5,1.3,1.1,1.3,0,,36,NA,Cone,100,100,,,0,0
906,906,LUAL4,Lupinus albifrons,SJER952,255871.8,4110767.8,1688,center,8.8,3.9,0,0,5.9,10,0.9,0.8,1.3,0,,286,NA,Cone,0,100,dead,,0,0
907,907,LUAL4,Lupinus albifrons,SJER952,255876.9,4110758.6,1676,center,5.7,94.3,0,0,17.4,10,2.5,2.1,2,0,,274,NA,Cone,85,100,,f071,0,0
908,908,LUAL4,Lupinus albifrons,SJER952,255869.3,4110763.3,1705,center,4.7,336.5,0,0,7,1,1.8,1.4,1.3,0,,303,NA,Cone,85,100,,f073,0,0
909,909,LUAL4,Lupinus albifrons,SJER952,255874.3,4110751.1,1668,center,8.5,158.4,0,0,5.7,1,1.9,1.6,1.2,0,,266,NA,Cone,100,100,,,0,0
910,910,LUAL4,Lupinus albifrons,SJER952,255878.2,4110756.1,1673,center,7.6,112.8,0,0,13,0,2.3,1.8,1.9,0,,271,NA,Hemisphere,90,100,,,1,0
911,911,LUAL4,Lupinus albifrons,SJER952,255879.7,4110753.6,1670,center,10.1,122.9,0,0,16.8,1,3.9,2.7,1.6,0,,268,NA,Hemisphere,10,100,nearly dead and splayed from middle,,0,0
912,912,LUAL4,Lupinus albifrons,SJER952,255869.9,4110756.7,1665,center,2.7,208.6,22,22,NA,130,3.6,2,1.5,0,3 stems splayed from middle,263,NA,,0,100,dead,,0,0
913,913,LUAL4,Lupinus albifrons,SJER8,254735.5,4110258.6,1470,center,9.8,341.7,0,0,10.3,0,1.9,1.3,0.8,0,,44,NA,Hemisphere,0,100,dead,,1,0
914,914,LUAL4,Lupinus albifrons,SJER952,255867.3,4110761.1,1703,center,4.4,297.4,0,0,3.7,1,0.9,0.8,1.2,0,,301,NA,Cone,100,100,,,0,0
915,915,LUAL4,Lupinus albifrons,SJER952,255863.8,4110757.4,1651,center,7.6,257.2,0,0,4.7,1,1.3,1.1,1.2,0,,249,NA,Cone,100,100,,,0,0
916,916,LUAL4,Lupinus albifrons,SJER8,254740.2,4110258,1465,center,8.9,10.1,18,17,NA,130,2.3,1.4,1,0,2 stems,39,NA,Hemisphere,0,100,dead,,0,0
917,917,LUAL4,Lupinus albifrons,SJER952,255869.5,4110752.4,1663,center,6.8,194,0,0,5.6,1,1.2,1,1.1,0,,261,NA,Cone,100,100,,,0,0
918,918,LUAL4,Lupinus albifrons,SJER952,255871.2,4110765.3,1687,center,6.3,0.3,22,16,NA,130,1.5,1.2,1.2,0,2 stems,285,NA,Cone,0,100,dead and splayed,,0,0
919,919,LUAL4,Lupinus albifrons,SJER952,255872.1,4110764.1,1686,center,5.1,9.7,22,38,13.2,10,2.8,1.8,1.2,0,2 stems,284,NA,Hemisphere,0,100,dead and splayed,,0,0
920,920,LUAL4,Lupinus albifrons,SJER8,254733.1,4110253.1,1475,center,6.7,304.5,0,0,9.9,2,1.5,1.3,1.5,0,,49,NA,Cone,90,100,,f066,0,0
921,921,LUAL4,Lupinus albifrons,SJER952,255870.6,4110767.7,1689,center,8.7,355.9,0,0,5.7,1,0.9,0.8,1.3,0,,287,NA,Cone,0,100,dead,,0,0
922,922,LUAL4,Lupinus albifrons,SJER8,254736.8,4110242.4,1447,center,7.1,194.6,0,0,12.2,10,2.5,2.1,2,0,,22,NA,Sphere,0,100,dead w branches,,0,0
923,923,LUAL4,Lupinus albifrons,SJER8,254730,4110255.2,1474,center,10.4,304.5,0,0,6.7,10,1.4,1.3,0.6,0,,48,NA,Hemisphere,0,100,dead,,0,0
924,924,LUAL4,Lupinus albifrons,SJER8,254730.5,4110257.4,1473,center,11.5,315.3,0,0,8.1,10,1.7,1.6,1.1,0,,47,NA,Hemisphere,0,100,dead,,0,0
925,925,LUAL4,Lupinus albifrons,SJER8,254730,4110258.1,1472,center,12.3,315.6,0,0,8.5,10,1.8,1.1,0.5,0,,46,NA,Hemisphere,0,100,dead,,0,0
926,926,LUAL4,Lupinus albifrons,SJER8,254748.2,4110258.9,1468,center,13.6,45,0,0,5.3,1,0.8,0.6,0.9,0,,42,NA,Cone,0,100,dead,,0,0
927,927,LUAL4,Lupinus albifrons,SJER952,255878.8,4110749.4,1672,center,12.3,141.9,0,0,6.9,10,1.4,0.7,0.9,0,,270,NA,Cone,0,100,dead,,0,0
928,928,LUAL4,Lupinus albifrons,SJER8,254734.4,4110259.1,1471,center,10.7,336.5,0,0,10.7,0,1.1,1.1,0.6,0,,45,NA,Hemisphere,0,100,dead,,1,0
1158,1158,PISA2,Pinus sabiniana,SJER112,257409.8,4111303.8,1505,center,5.6,30.4,0,0,30.6,130,4.5,4.3,14.9,-2.3,,65,NA,,100,100,,f032,0,0
1159,1159,PISA2,Pinus sabiniana,SJER1068,255844.4,4111582,1647,NW,4.2,22.4,0,0,63.7,130,13.8,11.6,16,-3.3,,328,NA,,100,100,,f083,0,0
1160,1160,PISA2,Pinus sabiniana,SJER3239,258486.8,4109838.7,1609,SW,8.8,177.6,0,0,53.8,130,13.5,12.7,13.3,-4.6,,367,NA,,1,100,tiny bit of greenish needles. rest recent dead w needles,,0,0
1161,1161,PISA2,Pinus sabiniana,SJER112,257414.5,4111292.5,1504,SE,4.2,336.4,0,0,30.4,130,5.5,5,11.1,-3.8,,64,NA,,100,100,,f030,0,0
1162,1162,PISA2,Pinus sabiniana,SJER112,257424.4,4111305.8,1510,center,18.7,68.5,0,0,14,130,4.1,2.5,4.8,-4.1,,70,NA,,100,100,,,0,0
1163,1163,PISA2,Pinus sabiniana,SJER824,256177,4110065.9,1415,NW,8.2,4.7,0,0,82.2,130,10.5,9,28.1,1.6,,226,NA,,100,100,,,0,0
1164,1164,PISA2,Pinus sabiniana,SJER916,257474.5,4109599.7,1562,center,22,140.5,0,0,56.5,130,11.2,9,17.6,0.3,,244,NA,,80,100,20% of needles brown,,0,0
1165,1165,PISA2,Pinus sabiniana,SJER361,256958.9,4107544.7,1376,SW,28.5,14.5,0,0,69.9,130,14.6,10.9,2.3,-1.3,top snapped but still connected,197,NA,,0,100,dead w branches,,0,0
1166,1166,PISA2,Pinus sabiniana,SJER128,257085.7,4111381.6,1485,center,9.7,135.6,0,0,67.4,130,15.1,12.4,13.1,-5.1,,102,NA,,100,100,,,0,0
1167,1167,PISA2,Pinus sabiniana,SJER1068,255866.2,4111552.4,1645,SE,6.6,142.3,0,0,25.4,70,4.8,4.6,5.4,-3.2,2 boles at 90cm,326,NA,,100,100,,f082,0,0
1168,1168,PISA2,Pinus sabiniana,SJER112,257409,4111297.5,1503,center,2.5,126.7,0,0,75.5,130,15.4,14.7,18.3,-5.6,,63,NA,,100,100,,f031,0,0
1169,1169,PISA2,Pinus sabiniana,SJER916,257448.4,4109621,1566,center,12.8,289.5,0,0,59.5,130,15.1,10.9,13.3,-5.1,,248,NA,,100,100,,,0,0
1170,1170,PISA2,Pinus sabiniana,SJER361,256968.1,4107507.6,1375,SE,10.2,201.4,0,0,20.7,130,6.2,5.7,10.6,-1.2,,196,NA,,100,100,,f024,0,0
1171,1171,PISA2,Pinus sabiniana,SJER272,256705,4112155.3,1438,SW,3.6,222.9,0,0,23.7,130,6.5,5.7,11.3,-0.5,,155,NA,,100,100,,,0,0
1172,1172,PISA2,Pinus sabiniana,SJER116,256831.4,4110809.7,1542,center,12.6,215.9,0,0,44.8,75,12.4,10.4,8.6,-3.8,starts to branch at 95. 4 big stems by 2m.,79,NA,,10,100,recently dead w needles. only lowest branch alive,,0,0
1173,1173,PISA2,Pinus sabiniana,SJER272,256734.5,4112184.4,1445,NE,9.6,45,0,0,7,130,2.5,2.3,4.2,-0.6,,162,NA,,100,100,,f089,0,0
1174,1174,PISA2,Pinus sabiniana,SJER116,256832.9,4110809.8,1543,center,11.6,210.1,0,0,44.3,130,11.7,8.5,11.6,-4.4,,80,NA,,60,100,near half dead w needles,,0,0
1175,1175,PISA2,Pinus sabiniana,SJER272,256723.8,4112149.8,1441,SW,18.3,116.5,0,0,9.8,130,3,2.9,4.3,-0.9,,158,NA,,100,100,,f088,0,0
1318,1318,QUDO,Quercus douglasii,SJER128,257065.6,4111381.6,1494,center,15,242.3,0,0,32.5,130,7.3,6.9,5,-2.9,,111,NA,,100,100,,f050,0,0
1319,1319,QUDO,Quercus douglasii,SJER116,256824.9,4110822.8,1554,center,14.2,281.8,0,0,19.6,130,4.9,3.6,4.2,-1.8,,91,NA,,90,100,,f011,0,0
1320,1320,QUDO,Quercus douglasii,SJER824,256204.7,4110050,1405,SE,15.9,35.8,0,0,37.6,130,9.4,6.8,8.7,-2.2,,216,NA,,100,100,,,0,0
1321,1321,QUDO,Quercus douglasii,SJER128,257062.6,4111396.1,1501,center,17.9,295,0,0,13,105,3.4,2.8,2.6,-2.3,stem bulgy at 130-110,117,NA,,75,100,not many lvs,,0,0
1322,1322,QUDO,Quercus douglasii,SJER116,256846.2,4110827.1,1541,center,10.4,46,0,0,19.8,28,4.2,4,3,-3.5,"2 boles at 80cm, bumpy 80-30cm",78,NA,,85,100,,,0,0
1323,1323,QUDO,Quercus douglasii,SJER116,256839,4110834,1551,center,14.1,0.8,0,0,45.2,70,10.1,10.7,7.3,-0.9,2 boles at 1m knobby 75-100cm,88,NA,,95,100,,f008,0,0
1324,1324,QUDO,Quercus douglasii,SJER2796,256018.8,4111548.4,1625,NW,7.5,306,0,0,25.8,130,4.6,4.3,6.6,-2.8,,343,NA,,100,100,,f100,0,0
1325,1325,QUDO,Quercus douglasii,SJER117,256179.9,4108735.7,1385,center,16.6,169.9,0,0,39.5,125,11.3,8.1,5.7,-5.1,,98,NA,,100,100,,f028,0,0
1326,1326,QUDO,Quercus douglasii,SJER112,257387.7,4111299.4,1515,center,19.3,271.2,0,0,38,120,9.1,6.5,9.7,1,swelling at 130cm,75,NA,,100,100,,f038,0,0
1327,1327,QUDO,Quercus douglasii,SJER3239,258496.6,4109841.8,1610,SW,11.6,118.9,0,0,22.1,130,5.5,3.4,6.1,-3,,368,NA,,95,100,,,0,0
1328,1328,QUDO,Quercus douglasii,SJER128,257075.6,4111402.5,1498,center,14.3,346.6,0,0,51.4,130,11.2,11.1,6.7,-4.2,,114,NA,,100,100,,f049,0,0
1329,1329,QUDO,Quercus douglasii,SJER117,256167.3,4108738.6,1383,center,16.5,215.6,0,0,96.5,10,14.5,14,6.7,-4.3,3 boles split at 30cm,96,NA,,100,100,,f029,0,0
1330,1330,QUDO,Quercus douglasii,SJER112,257408.6,4111311.9,1513,center,13,7.3,0,0,33.3,60,6.4,5.6,6.5,-1.1,2 boles at 80cm,73,NA,,100,100,,f036,0,0
1331,1331,QUDO,Quercus douglasii,SJER128,257086.3,4111407,1497,center,19.9,22,0,0,31.4,1,7.6,6.6,1.9,-5.8,stem bulgy above 1m,113,NA,,90,100,,f048,0,0
1332,1332,QUDO,Quercus douglasii,SJER112,257405.3,4111309.2,1514,center,10.4,350.9,0,0,44.3,1,8.2,7.6,6.3,-0.7,2 boles at 20-10cm,74,NA,,90,100,,f037,0,0
1333,1333,QUDO,Quercus douglasii,SJER128,257061,4111394.2,1502,center,18.7,287.6,0,0,24.4,130,6.1,5.8,6,-1.2,,118,NA,,90,100,,f051,0,0
1334,1334,QUDO,Quercus douglasii,SJER37,256147.2,4107582.5,1378,center,3.8,344.3,0,0,66,130,18,16.3,6.5,-5,,61,NA,,100,100,,f025,0,0
1335,1335,QUDO,Quercus douglasii,SJER128,257076.8,4111388.7,1493,center,2.1,273.1,0,0,4.8,10,0.9,0.6,0.9,0,,110,NA,Cone,90,100,heavily grazed,,0,0
1336,1336,QUDO,Quercus douglasii,SJER128,257066.7,4111397,1499,center,14.8,304.7,0,0,31.8,130,7.8,5.6,5.9,-0.8,,115,NA,,85,100,,,0,0
1337,1337,QUDO,Quercus douglasii,SJER2796,256031.6,4111542.6,1618,center,9.2,342.4,0,0,37.8,95,8.7,8.1,5.1,-2.7,big bulge at 115-135cm,336,NA,,95,100,,f000,0,0
1338,1338,QUDO,Quercus douglasii,SJER117,256169,4108735.4,1384,center,18.4,205.5,0,0,14.8,130,4,2.8,1.8,-1.7,,97,NA,,100,100,,,0,0
1339,1339,QUDO,Quercus douglasii,SJER2796,256018,4111539.5,1626,center,17.3,289,0,0,35.7,130,10.1,7.5,6,-2.6,,344,NA,,95,100,,f099,0,0
1340,1340,QUDO,Quercus douglasii,SJER116,256846.4,4110832.7,1549,center,14.9,30.7,0,0,18.2,130,4.2,3.9,5,-2.4,,86,NA,,90,100,,f013,0,0
1341,1341,QUDO,Quercus douglasii,SJER116,256840.4,4110804.4,1544,center,15.6,173.8,0,0,70.5,15,12.2,10.3,6,-3.9,2 boles at 80-100cm. knobby b/n 80-30cm,81,NA,,95,100,,f007,0,0
1410,1410,QUWI2,Quercus wislizeni,SJER4,257212.7,4109783.8,1586,NW,8.6,316.1,0,0,33.8,2,9.3,8.1,3.7,-2.8,1583-1586 same copice. 2 boles at 10cm,19,NA,,90,100,,f055,0,0
1411,1411,QUWI2,Quercus wislizeni,SJER117,256186.8,4108748.7,1380,center,10.4,108.8,0,0,12.2,0,3.5,3.1,2.6,-2.4,same as 1379,93,NA,,100,100,,f027,1,0
1412,1412,QUWI2,Quercus wislizeni,SJER272,256713.7,4112176.1,1432,center,9.1,335.4,0,0,59.3,10,14.8,12.5,8.1,-3.5,2 boles at 40cm,149,NA,,100,85,,f091,0,0
1413,1413,QUWI2,Quercus wislizeni,SJER3239,258503.1,4109861.8,1597,NE,6.2,220.2,0,0,24.5,5,6,5.8,3.4,-2.3,3 boles at 10cm,355,NA,,100,100,,,0,0
1414,1414,QUWI2,Quercus wislizeni,SJER272,256726,4112174.2,1429,center,10.7,53.2,0,0,6.8,35,3.7,3,3.3,-2.3,branches at 55cm,146,NA,,100,100,,,0,0
1415,1415,QUWI2,Quercus wislizeni,SJER112,257420.9,4111290.6,1512,SE,5.1,67.6,0,0,21.8,20,6.1,5.4,1.8,-2.5,crazy stem. copice with 7 main stems coming from aerial caudex. 20 cm of roots exposed. measured above these around caudex base before swelling,72,NA,,85,100,,f041,0,0
1416,1416,QUWI2,Quercus wislizeni,SJER824,256171,4110045.3,1400,center,14.8,261,0,0,NA,130,7.5,6.9,5.7,-2,1400-1404 same roots,211,NA,,100,100,,f142,0,0
1417,1417,QUWI2,Quercus wislizeni,SJER192,256679.2,4111054.5,1530,SE,15.1,245,0,0,24.2,130,7.2,6.1,4.6,-0.3,1527 -1530 same copice,133,NA,,100,100,,f018,0,0
1418,1418,QUWI2,Quercus wislizeni,SJER824,256196.6,4110053.1,1407,center,12.3,63.4,0,0,20.5,10,5.6,4.9,3.4,-2.6,same as 1406,218,NA,,80,100,,,0,0
1419,1419,QUWI2,Quercus wislizeni,SJER824,256177,4110049.7,1388,center,8.8,283.7,0,0,6,10,1.1,1,1.3,0,,199,NA,,80,100,grazed not very healthy,,0,0
1420,1420,QUWI2,Quercus wislizeni,SJER824,256196.1,4110052.9,1406,center,11.8,63.3,0,0,19.8,10,7.3,5.3,1.1,-2.6,1406-1413= 8 bole copice. total canopy= 15.5x13.2,217,NA,,70,100,main stem along ground,f045,0,0
1421,1421,QUWI2,Quercus wislizeni,SJER4,257214,4109784.5,1585,NW,8.4,326.3,0,0,27.2,110,10.7,10.4,6.4,-2.3,1583-1586 same copice. branches at 120-130cm,18,NA,,100,100,,f055,0,0
1422,1422,QUWI2,Quercus wislizeni,SJER4,257229.8,4109760.8,1574,center,6.7,167.3,0,0,25.2,10,6.4,4.1,2.2,-2.2,1569-1576 same copice. 2 boles at 20cm,7,NA,,100,100,,f058,0,0
1423,1423,QUWI2,Quercus wislizeni,SJER4,257241.9,4109777,1582,NE,3.6,86.6,0,0,10.8,60,5.1,4.9,4,-0.6,2 boles and branches at 80cm,15,NA,,100,100,,,0,0
1424,1424,QUWI2,Quercus wislizeni,SJER4,257214.3,4109781.7,1583,NW,6,314.1,0,0,24,130,10.6,8.2,4.1,-0.5,1583-1586 same copice. stem live but sprouting from dead trunk an growing horiz,16,NA,,100,100,,f055,0,0
1425,1425,QUWI2,Quercus wislizeni,SJER824,256171.1,4110057.1,1424,NW,5.2,263.8,0,0,42.1,10,7.2,5.9,6.8,-1.1,1419-1424 same copice. 4 boles at 10cm,235,NA,,100,100,,,0,0
1426,1426,QUWI2,Quercus wislizeni,SJER4,257232.3,4109761.3,1576,center,7.2,146.2,0,0,12.3,130,5.6,3.7,2.6,-2.6,1569 1576 same copice.,9,NA,,100,100,,f058,0,0
1427,1427,QUWI2,Quercus wislizeni,SJER112,257421,4111303.9,1509,center,14.9,70.7,0,0,43.2,15,7.3,8.6,3.1,-3.4,"3 boles at 70, swelling above 20cm",69,NA,,70,100,main limbs dead and broken terminally,f040,0,0
1428,1428,QUWI2,Quercus wislizeni,SJER272,256722.6,4112169.6,1428,center,5.4,70.7,0,0,18.8,130,8.3,6.2,3.6,-1.4,,145,NA,,85,100,,,0,0
1429,1429,QUWI2,Quercus wislizeni,SJER116,256833.9,4110837.8,1552,center,18.6,345,0,0,21.2,50,4.5,4.5,3.4,-2.5,1552-1553 same copice. 2 boles split at 70-90cm. total crown = 8.8x6.8m,89,NA,,100,100,"oozing sap, from woodpeckers?",f012,0,0
1430,1430,QUWI2,Quercus wislizeni,SJER272,256726.4,4112174.7,1430,center,11.3,52.5,0,0,39.8,30,15.6,13.6,5.9,-1,stem splits in 2 boles at 1m and rock in the way at 1-.5m,147,NA,,100,100,,,0,0
1431,1431,QUWI2,Quercus wislizeni,SJER4,257245.4,4109769.4,1578,center,17.2,83,0,0,87.6,10,9.7,6.9,6.4,-0.1,1577-1578 same copice. 8 stems at 20cm,11,NA,,80,100,,f057,0,0
1432,1432,QUWI2,Quercus wislizeni,SJER824,256186.8,4110059.6,1414,center,12.1,5.8,0,0,33.7,0,5.8,4.4,6.4,0,2(.5) stems at 10cm,225,NA,,100,100,,f044,1,0
1433,1433,QUWI2,Quercus wislizeni,SJER4,257246.8,4109772,1580,NE,9.7,119.6,0,0,14.5,30,6.2,5,2.1,-3,2 boles at 50cm,13,NA,,100,100,,,0,0
1434,1434,QUWI2,Quercus wislizeni,SJER824,256170.8,4110045.9,1402,center,14.9,263.4,0,0,8,10,4.9,2.5,1.9,-1.2,same as 1400,213,NA,,100,100,,,0,0
1435,1435,QUWI2,Quercus wislizeni,SJER824,256180,4110051,1389,center,6.5,301.6,0,0,3.6,10,1.6,1,1.2,0,1389-1394 all sprouts from same old rotted tree,200,NA,,100,100,,f043 (1389-1394),0,0
1436,1436,QUWI2,Quercus wislizeni,SJER117,256186.8,4108747.9,1379,center,10.7,112.5,0,0,12.3,130,5.1,3.5,4.5,-0.1,1379-1382 share same root but cant measure 1 ddh,92,NA,,100,100,,f027,0,0
1437,1437,QUWI2,Quercus wislizeni,SJER112,257406.3,4111290.8,1502,center,8.2,184.7,0,0,2.3,10,1.1,0.8,1,0,,62,NA,Sphere,100,100,,,0,0
1438,1438,QUWI2,Quercus wislizeni,SJER824,256196.4,4110052.7,1408,center,12,64.7,0,0,29,10,7.5,4.5,6.7,-2.7,same as 1406,219,NA,,100,100,,,0,0
1439,1439,QUWI2,Quercus wislizeni,SJER116,256856.6,4110822.6,1546,center,18,81.4,0,0,39,10,11,8.5,9.5,2.1,1546-1547 same copice. branches and knobs above 20cm,83,NA,,90,100,,f010,0,0
1440,1440,QUWI2,Quercus wislizeni,SJER824,256195.6,4110052.1,1409,center,11,66,0,0,15.4,10,4.6,2.8,0.5,-1.5,same as 1406,220,NA,,20,100,,,0,0
1441,1441,QUWI2,Quercus wislizeni,SJER2796,256043.5,4111528.2,1616,center,10.7,121.9,0,0,11.1,15,6,4.2,2.9,-2.5,m/b connected below ground to 1615. branches at 30cm,334,NA,,100,100,,,0,0
1442,1442,QUWI2,Quercus wislizeni,SJER116,256845.8,4110818.7,1539,center,7.1,99.2,0,0,40.5,5,9.4,4.7,4.2,-2.8,3 boles at 20cm,76,NA,,100,100,,,0,0
1443,1443,QUWI2,Quercus wislizeni,SJER4,257213.7,4109783.1,1584,NW,7.4,318.4,0,0,75,20,16.3,11.9,7.9,-2.9,1583-1586 same copice. 5 stems at 40. 2 big ones rotted away.,17,NA,,60,100,2 boles rotted away,f055,0,0
1444,1444,QUWI2,Quercus wislizeni,SJER824,256170.5,4110045.8,1403,center,15.2,263.4,0,0,23.7,10,6.7,5.6,4.6,-1.6,same as 1400,214,NA,,95,100,,,0,0
